,Auction Number,Artwork Number,Title,Technique,Dimensions,Estimated Price,Date of Auction End,Sale Price,Image URL,Number of Authors,1 Author,2 Author,3 Author,1 Author Birth,1 Author Death,2 Author Birth,2 Author Death,3 Author Birth,3 Author Death,Technique Tokenized,Technique Lemmatized,Dim 1,Dim 2,Dim 3,Dimension List,Number of Dimensions,Dimension Units,Number of Artworks,Dominant Colour RGB,Palette Colour RGB,Dominant Colour Name,Palette Colour Names,Year,Month,Day,Day of Week,Hour,Sold,Final Price
14,1222,15,Sem título,"serigrafia sobre papel, assinada e datada de 1987, numerada 46/350",Dim. - 34 x 23 cm,20,2020-02-02 21:05:38,36,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041657_p.jpg,1,tomthomaz de mello,none,none,1906,1990,no information,no information,no information,no information,serigrafia+papel+assinada+datada+numerada,serigrafia+papel+assinar+datar+numerada,34,23,,"['34', '23']",2,cm,1,"(193, 175, 175)","[(60, 126, 132), (204, 200, 209), (105, 145, 149), (199, 129, 111), (144, 163, 170), (128, 93, 76), (203, 163, 144), (109, 89, 100), (161, 127, 138)]",silver,"['seagreen', 'lightgray', 'lightslategray', 'rosybrown', 'darkgray', 'dimgray', 'tan', 'dimgray', 'rosybrown']",2020,2,2,Sunday,21,1,36
15,1222,16,Sem título,"serigrafia sobre papel, assinada e datada de 1987, numerada 46/350",Dim. - 28 x 30 cm,20,2020-02-02 21:03:45,40,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041625_p.jpg,1,tomthomaz de mello,none,none,1906,1990,no information,no information,no information,no information,serigrafia+papel+assinada+datada+numerada,serigrafia+papel+assinar+datar+numerada,28,30,,"['28', '30']",2,cm,1,"(198, 199, 210)","[(212, 212, 221), (71, 122, 136), (113, 161, 176), (153, 183, 196), (165, 141, 158), (101, 94, 108), (205, 165, 186), (109, 109, 114), (167, 157, 155)]",lightgray,"['lightgray', 'slategray', 'cadetblue', 'darkgray', 'rosybrown', 'dimgray', 'silver', 'dimgray', 'darkgray']",2020,2,2,Sunday,21,1,40
16,1222,17,Sem título,"tecnica mista com colagens sobre papel, assinada e datada de 1986",Dim. - 41 x 40 cm,60,2020-02-02 21:04:00,60,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041443_p.jpg,1,fernando cruz,none,none,séc. xx,no information,no information,no information,no information,no information,tecnica+mista+colagens+papel+assinada+datada,tecnica+misturar+colagem+papel+assinar+datar,41,40,,"['41', '40']",2,cm,1,"(204, 185, 153)","[(80, 77, 92), (213, 190, 148), (204, 204, 225), (158, 158, 183), (172, 145, 98), (120, 119, 134), (138, 133, 144), (113, 108, 132), (232, 220, 204)]",tan,"['darkslategray', 'tan', 'lightgray', 'darkgray', 'darkkhaki', 'gray', 'gray', 'slategray', 'gainsboro']",2020,2,2,Sunday,21,1,60
17,1222,18,Sem título,"tecnica mista com colagens sobre papel, assinada e datada de 1987",Dim. - 37 x 36 cm,100,2020-02-02 21:04:15,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041446_p.jpg,1,fernando cruz,none,none,séc. xx,no information,no information,no information,no information,no information,tecnica+mista+colagens+papel+assinada+datada,tecnica+misturar+colagem+papel+assinar+datar,37,36,,"['37', '36']",2,cm,1,"(175, 169, 189)","[(117, 117, 137), (156, 148, 171), (223, 222, 238), (211, 212, 228), (140, 122, 156), (204, 203, 221), (184, 184, 200), (198, 186, 201), (133, 132, 140)]",darkgray,"['slategray', 'darkgray', 'lavender', 'gainsboro', 'lightslategray', 'lightgray', 'silver', 'silver', 'gray']",2020,2,2,Sunday,21,0,0
18,1222,19,Sem título,"grafite sobre papel, assinada",Dim. - 48 x 54 cm,40,2020-02-02 21:04:30,40,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041195_p.jpg,1,capela,none,none,séc. xx,no information,no information,no information,no information,no information,grafite+papel+assinada,grafite+papel+assinar,48,54,,"['48', '54']",2,cm,1,"(192, 192, 207)","[(186, 185, 201), (216, 216, 230), (153, 153, 169), (126, 126, 142), (141, 140, 156), (212, 208, 220), (164, 156, 172), (140, 132, 148), (204, 212, 220)]",silver,"['silver', 'gainsboro', 'darkgray', 'slategray', 'lightslategray', 'lightgray', 'darkgray', 'lightslategray', 'lightgray']",2020,2,2,Sunday,21,1,40
19,1222,20,Sem título,"tecnica mista sobre placa de acrilico, assinada e datada de 1997 no verso",Dim. - 26 x 31.5 cm,80,2020-02-02 21:16:29,"1,050",https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040945_p.jpg,1,gil heitor cortesão,none,none,1967,no information,no information,no information,no information,no information,tecnica+mista+placa+acrilico+assinada+datada+verso,tecnica+misturar+placa+acrilico+assinar+datar+verso,26,31.5,,"['26', '31.5']",2,cm,1,"(225, 193, 197)","[(230, 205, 213), (72, 63, 75), (160, 116, 119), (132, 72, 78), (222, 151, 123), (219, 118, 72), (201, 156, 163), (148, 150, 166), (100, 132, 148)]",thistle,"['gainsboro', 'darkslategray', 'gray', 'sienna', 'darksalmon', 'peru', 'rosybrown', 'darkgray', 'slategray']",2020,2,2,Sunday,21,1,1050
20,1222,21,Sem título,"tecnica mista sobre placa de acrilico, assinada e datada de 1997 no verso",Dim. - 26 x 31.5 cm,80,2020-02-02 21:09:49,700,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040992_p.jpg,1,gil heitor cortesão,none,none,1967,no information,no information,no information,no information,no information,tecnica+mista+placa+acrilico+assinada+datada+verso,tecnica+misturar+placa+acrilico+assinar+datar+verso,26,31.5,,"['26', '31.5']",2,cm,1,"(202, 192, 213)","[(213, 205, 225), (59, 50, 75), (137, 40, 63), (115, 122, 147), (176, 115, 149), (153, 160, 185), (118, 95, 106), (162, 143, 153), (84, 124, 142)]",thistle,"['lightgray', 'darkslategray', 'brown', 'slategray', 'rosybrown', 'darkgray', 'dimgray', 'rosybrown', 'slategray']",2020,2,2,Sunday,21,1,700
21,1222,22,Sem título,"tecnica mista sobre placa de acrilico,  defeitos, assinada e datada de 1997 no verso",Dim. - 26 x 31.5 cm,80,2020-02-02 21:05:15,325,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040937_p.jpg,1,gil heitor cortesão,none,none,1967,no information,no information,no information,no information,no information,tecnica+mista+placa+acrilico+defeitos+assinada+datada+verso,tecnica+misturar+placa+acrilico+defeito+assinar+datar+verso,26,31.5,,"['26', '31.5']",2,cm,1,"(193, 208, 222)","[(50, 58, 68), (203, 218, 233), (112, 140, 157), (105, 78, 72), (124, 110, 88), (154, 178, 194), (163, 138, 152), (154, 161, 158), (76, 148, 204)]",lightsteelblue,"['darkslategray', 'gainsboro', 'lightslategray', 'dimgray', 'dimgray', 'darkgray', 'rosybrown', 'darkgray', 'steelblue']",2020,2,2,Sunday,21,1,325
22,1222,23,Sem título,"tecnica mista sobre papel, assinada e datada de 1983",Dim. - 24 x 17 cm,40,2020-02-02 21:05:30,85,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041595_p.jpg,1,miguel d'alte,none,none,1954,2007,no information,no information,no information,no information,tecnica+mista+papel+assinada+datada,tecnica+misturar+papel+assinar+datar,24,17,,"['24', '17']",2,cm,1,"(68, 63, 80)","[(65, 60, 76), (132, 137, 174), (166, 153, 181), (131, 121, 151), (93, 87, 107), (104, 98, 126), (146, 156, 184), (107, 109, 135), (34, 34, 51)]",darkslategray,"['darkslategray', 'lightslategray', 'darkgray', 'lightslategray', 'dimgray', 'dimgray', 'darkgray', 'slategray', 'darkslategray']",2020,2,2,Sunday,21,1,85
23,1222,24,Sem título,"serigrafia sobre papel, assinada, numerada 9/180",Dim. - 28 x 26 cm,10,2020-02-02 21:09:00,28,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041637_p.jpg,1,a. portela,none,none,séc. xx,no information,no information,no information,no information,no information,serigrafia+papel+assinada+numerada,serigrafia+papel+assinar+numerada,28,26,,"['28', '26']",2,cm,1,"(234, 230, 233)","[(109, 95, 81), (214, 190, 143), (235, 235, 245), (228, 214, 187), (126, 117, 119), (214, 183, 108), (132, 133, 127), (172, 166, 176), (178, 180, 188)]",lavender,"['dimgray', 'tan', 'lavender', 'wheat', 'gray', 'darkkhaki', 'gray', 'darkgray', 'silver']",2020,2,2,Sunday,21,1,28
24,1222,25,Sem título,"tecnica mista sobre papel, assinada e datada de 1983",Dim. - 22 x 16 cm,40,2020-02-02 21:06:50,110,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada040942_p.jpg,1,miguel d'alte,none,none,1954,2007,no information,no information,no information,no information,tecnica+mista+papel+assinada+datada,tecnica+misturar+papel+assinar+datar,22,16,,"['22', '16']",2,cm,1,"(239, 112, 109)","[(242, 112, 108), (242, 231, 236), (117, 78, 90), (169, 90, 94), (238, 165, 165), (235, 144, 150), (220, 177, 190), (252, 188, 172), (228, 76, 68)]",salmon,"['salmon', 'linen', 'dimgray', 'indianred', 'lightpink', 'lightcoral', 'thistle', 'lightpink', 'tomato']",2020,2,2,Sunday,21,1,110
25,1222,26,Sem título,"tecnica mista sobre papel, assinada, autor nao identificado e datada de 1988",Dim. - 28 x 18 cm,30,2020-02-02 21:06:15,30,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041496_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+assinada+autor+identificado+datada,tecnica+misturar+papel+assinar+autor+identificar+datar,28,18,,"['28', '18']",2,cm,1,"(85, 83, 102)","[(85, 82, 101), (232, 232, 249), (156, 155, 176), (131, 132, 152), (178, 181, 201), (132, 124, 147), (192, 191, 213), (140, 132, 148), (188, 180, 196)]",dimgray,"['dimgray', 'lavender', 'darkgray', 'lightslategray', 'silver', 'lightslategray', 'lightsteelblue', 'lightslategray', 'silver']",2020,2,2,Sunday,21,1,30
26,1222,27,Sem título,"tecnica mista sobre papel, assinada, autor nao identificado e datada de 1993",Dim. - 28 x 28 cm,30,2020-02-02 21:06:30,30,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041478_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+assinada+autor+identificado+datada,tecnica+misturar+papel+assinar+autor+identificar+datar,28,28,,"['28', '28']",2,cm,1,"(239, 240, 250)","[(241, 242, 251), (140, 142, 158), (187, 189, 208), (204, 204, 225), (220, 220, 240), (164, 164, 182), (211, 213, 233), (164, 172, 180), (204, 212, 220)]",whitesmoke,"['aliceblue', 'lightslategray', 'silver', 'lightgray', 'lavender', 'darkgray', 'gainsboro', 'darkgray', 'lightgray']",2020,2,2,Sunday,21,1,30
27,1222,28,Sem título,"tecnica mista sobre papel, assinada, autor nao identificado e datada de 1988",Dim. - 14 x 19.5 cm,30,2020-02-02 21:06:45,Not sold,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041201_p.jpg,1,no information,none,none,no information,no information,no information,no information,no information,no information,tecnica+mista+papel+assinada+autor+identificado+datada,tecnica+misturar+papel+assinar+autor+identificar+datar,14,19.5,,"['14', '19.5']",2,cm,1,"(156, 156, 184)","[(155, 155, 183), (67, 68, 89), (113, 112, 140), (178, 179, 212), (189, 193, 222), (92, 92, 117), (84, 84, 116), (118, 124, 140), (116, 124, 148)]",darkgray,"['darkgray', 'darkslategray', 'slategray', 'lightsteelblue', 'lightsteelblue', 'dimgray', 'dimgray', 'slategray', 'slategray']",2020,2,2,Sunday,21,0,0
28,1222,29,Sem título,"serigrafia sobre papel, vidro partido, assinada, numerada 24/200",Dim. - 38 x 27 cm,60,2020-02-02 21:07:00,65,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041716_p.jpg,1,cícero dias,none,none,1907,2003,no information,no information,no information,no information,serigrafia+papel+vidro+partido+assinada+numerada,serigrafia+papel+vidro+partido+assinar+numerada,38,27,,"['38', '27']",2,cm,1,"(231, 219, 231)","[(87, 106, 165), (236, 228, 240), (186, 102, 125), (152, 171, 215), (221, 182, 114), (218, 154, 177), (188, 203, 227), (229, 206, 162), (124, 124, 236)]",gainsboro,"['steelblue', 'lavender', 'indianred', 'lightsteelblue', 'burlywood', 'plum', 'lightsteelblue', 'wheat', 'mediumslateblue']",2020,2,2,Sunday,21,1,65
29,1222,30,Sem título,"serigrafia sobre papel, assinada e datada de 1990, numerada 102/200",Dim. - 33 x 43 cm,20,2020-02-02 21:07:15,24,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041330_p.jpg,1,adão rodrigues,none,none,1935,no information,no information,no information,no information,no information,serigrafia+papel+assinada+datada+numerada,serigrafia+papel+assinar+datar+numerada,33,43,,"['33', '43']",2,cm,1,"(216, 209, 212)","[(216, 209, 211), (169, 148, 107), (191, 175, 151), (222, 219, 236), (122, 146, 161), (161, 173, 184), (185, 185, 187), (146, 132, 132), (180, 160, 172)]",lightgray,"['lightgray', 'darkkhaki', 'tan', 'gainsboro', 'lightslategray', 'darkgray', 'silver', 'gray', 'darkgray']",2020,2,2,Sunday,21,1,24
30,1222,31,Sem título,"serigrafia sobre papel, assinada, numerada p.e. 4/12",Dim. - 33 x 27 cm,20,2020-02-02 21:07:30,150,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041086_p.jpg,1,paulo ossião,none,none,1952,no information,no information,no information,no information,no information,serigrafia+papel+assinada+numerada+pe,serigrafia+papel+assinar+numerada+pe,33,27,,"['33', '27']",2,cm,1,"(218, 232, 250)","[(227, 237, 250), (153, 192, 246), (86, 116, 221), (180, 212, 248), (200, 223, 248), (124, 140, 234), (201, 201, 219), (201, 196, 195), (173, 180, 218)]",lavender,"['lavender', 'lightskyblue', 'royalblue', 'lightblue', 'powderblue', 'cornflowerblue', 'lightgray', 'silver', 'lightsteelblue']",2020,2,2,Sunday,21,1,150
31,1222,32,Sem título,"serigrafia sobre papel, assinada, numerada e.a. 13/15",Dim. - 57 x 40 cm,30,2020-02-02 21:12:45,150,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041097_p.jpg,1,roberto chichorro,none,none,1941,no information,no information,no information,no information,no information,serigrafia+papel+assinada+numerada+ea,serigrafia+papel+assinar+numerada+ea,57,40,,"['57', '40']",2,cm,1,"(83, 145, 201)","[(84, 153, 214), (234, 234, 242), (129, 167, 202), (200, 142, 116), (131, 106, 125), (73, 67, 79), (194, 159, 161), (221, 190, 174), (176, 204, 234)]",steelblue,"['cornflowerblue', 'lavender', 'cornflowerblue', 'rosybrown', 'gray', 'darkslategray', 'rosybrown', 'silver', 'lightblue']",2020,2,2,Sunday,21,1,150
32,1222,33,Sem título,"serigrafia sobre papel, assinada e datada de 1989, numerada 135/200",Dim. - 56 x 37 cm,20,2020-02-02 21:08:00,80,https://leiloescml-aclserviatildese.netdna-ssl.com/fotos/l1222/cabralmoncada041345_p.jpg,1,abel bravo da mata,none,none,1940,no information,no information,no information,no information,no information,serigrafia+papel+assinada+datada+numerada,serigrafia+papel+assinar+datar+numerada,56,37,,"['56', '37']",2,cm,1,"(223, 216, 227)","[(232, 225, 234), (141, 99, 124), (177, 150, 171), (124, 139, 160), (203, 182, 201), (164, 181, 198), (163, 129, 135), (191, 204, 217), (196, 176, 176)]",gainsboro,"['lavender', 'gray', 'darkgray', 'lightslategray', 'silver', 'silver', 'rosybrown', 'lightsteelblue', 'silver']",2020,2,2,Sunday,21,1,80
